11900	Smoking	Elegancki garnitur - w sam raz na œlub.
52043	Dzielny Lew (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Lwa, który podwy¿sza P¯ swojego jeŸdŸca o 500.	
52044	Dzielny Lew (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Lwa, który podwy¿sza obronê swojego jeŸdŸca o 150.	
52045	Dzielny Lew (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Lwa, który podwy¿sza atak swojego jeŸdŸca o 100.	
52046	M³ody Tygrys (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Tygrysa, który, po przejœciu szkolenia bojowego, nadaje swojemu jeŸdŸcowi maks. 5% si³y w walce z potworami.	
52047	M³ody Tygrys (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Tygrysa, który, po przejœciu szkolenia bojowego, przynosi swojemu jeŸdŸcowi maks. 5% dodatkowych PD.	
52048	M³ody Tygrys (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Tygrysa, który, po przejœciu szkolenia bojowego, podwy¿sza P¯ swojego jeŸdŸca o maks. 500.	
52049	M³ody Tygrys (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Tygrysa, który, po przejœciu szkolenia bojowego, podwy¿sza obronê swojego jeŸdŸca o maks. 150.	
52050	M³ody Tygrys (Pieczêæ)	Pieczêæ ta przywo³uje M³odego Tygrysa, który, po przejœciu szkolenia bojowego, podwy¿sza atak swojego jeŸdŸca o maks. 100.	
52051	Dziki Tygrys (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Tygrysa, który nadaje swojemu jeŸdŸcowi +3% si³y w walce z potworami.	
52052	Dziki Tygrys (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Tygrysa, który przynosi swojemu jeŸdŸcowi +3% doœwiadczenia.	
52053	Dziki Tygrys (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Tygrysa, który podwy¿sza P¯ swojego jeŸdŸca o 250.	
52054	Dziki Tygrys (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Tygrysa, który podwy¿sza obronê swojego jeŸdŸca o 50.	
52055	Dziki Tygrys (Pieczêæ)	Pieczêæ ta przywo³uje Dzikiego Tygrysa, który podwy¿sza atak swojego jeŸdŸca o 30.	
52056	Dzielny Tygrys (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Tygrysa, który nadaje swojemu jeŸdŸcowi +5% si³y w walce z potworami.	
52057	Dzielny Tygrys (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Tygrysa, który przynosi swojemu jeŸdŸcowi +5% doœwiadczenia.	
52058	Dzielny Tygrys (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Tygrysa, który podwy¿sza P¯ swojego jeŸdŸca o 500.	
52059	Dzielny Tygrys (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Tygrysa, który podwy¿sza obronê swojego jeŸdŸca o 150.	
52060	Dzielny Tygrys (Pieczêæ)	Pieczêæ ta przywo³uje Dzielnego Tygrysa, który podwy¿sza atak swojego jeŸdŸca o 100.	
52061	Pieczêæ M³odego Renifera	Pieczêæ ta przywo³uje M³odego Renifera (m), który, po przejœciu szkolenia bojowego, nadaje swojemu jeŸdŸcowi maks. 5% si³y w walce z potworami.	
52062	Pieczêæ M³odego Renifera	Pieczêæ ta przywo³uje M³odego Renifera (m), który, po przejœciu szkolenia bojowego, przynosi swojemu jeŸdŸcowi maks. 5% dodatkowych PD.	
52063	Pieczêæ M³odego Renifera	Pieczêæ ta przywo³uje M³odego Renifera (m), który, po przejœciu szkolenia bojowego, podwy¿sza P¯ swojego jeŸdŸca o maks. 500.	
52064	Pieczêæ M³odego Renifera	Pieczêæ ta przywo³uje M³odego Renifera (m), który, po przejœciu szkolenia bojowego, podwy¿sza obronê swojego jeŸdŸca o maks. 150.	
52065	Pieczêæ M³odego Renifera	Pieczêæ ta przywo³uje M³odego Renifera (m), który, po przejœciu szkolenia bojowego, podwy¿sza atak swojego jeŸdŸca o maks. 100.	
52066	Piecz. Dzikiego Renifera	Pieczêæ ta przywo³uje twojego Dzikiego Renifera (m), który dodaje swojemu jeŸdŸcowi +3% si³y przeciwko potworom.	
52067	Piecz. Dzikiego Renifera	Pieczêæ ta przywo³uje twojego Dzikiego Renifera (m), który zwiêksza zysk doœwiadczenia o 3%.	
52068	Piecz. Dzikiego Renifera	Pieczêæ ta przywo³uje Dzikiego Renifera (m), który podwy¿sza P¯ swojego jeŸdŸca o 250.	
52069	Piecz. Dzikiego Renifera	Pieczêæ ta przywo³uje Dzikiego Renifera (m), który podwy¿sza obronê swojego jeŸdŸca o 50.	
52070	Piecz. Dzikiego Renifera	Pieczêæ ta przywo³uje Dzikiego Renifera (m), który podwy¿sza atak swojego jeŸdŸca o 30.	
52071	Piecz. Dziel. Renifera	Pieczêæ ta przywo³uje twojego Dzielnego Renifera (m), który dodaje swojemu jeŸdŸcowi +5% si³y przeciwko potworom.	
52072	Piecz. Dziel. Renifera	Pieczêæ ta przywo³uje twojego Dzielnego Renifera (m), który zwiêksza zysk doœwiadczenia o 3%.	
52073	Piecz. Dziel. Renifera	Pieczêæ ta przywo³uje Dzielnego Renifera (m), który podwy¿sza P¯ swojego jeŸdŸca o 500.	
52074	Piecz. Dziel. Renifera	Pieczêæ ta przywo³uje Dzielnego Renifera (m), który podwy¿sza obronê swojego jeŸdŸca o 150.	
52075	Piecz. Dziel. Renifera	Pieczêæ ta przywo³uje Dzielnego Renifera (m), który podwy¿sza atak swojego jeŸdŸca o 100.	
52076	Pieczêæ M³odego Renifera	Pieczêæ ta przywo³uje M³odego Renifera (¿), który, po przejœciu szkolenia bojowego, nadaje swojemu jeŸdŸcowi maks. 5% si³y w walce z potworami.	
52077	Pieczêæ M³odego Renifera	Pieczêæ ta przywo³uje M³odego Renifera (¿), który, po przejœciu szkolenia bojowego, przynosi swojemu jeŸdŸcowi maks. 5% dodatkowych PD.	
52078	Pieczêæ M³odego Renifera	Pieczêæ ta przywo³uje M³odego Renifera (¿), który, po przejœciu szkolenia bojowego, podwy¿sza P¯ swojego jeŸdŸca o maks. 500.	
52079	Pieczêæ M³odego Renifera	Pieczêæ ta przywo³uje M³odego Renifera (¿), który, po przejœciu szkolenia bojowego, podwy¿sza obronê swojego jeŸdŸca o maks. 150.	
52080	Pieczêæ M³odego Renifera	Pieczêæ ta przywo³uje M³odego Renifera (¿), który, po przejœciu szkolenia bojowego, podwy¿sza atak swojego jeŸdŸca o maks. 100.	
52081	Piecz. Dzikiego Renifera	Pieczêæ ta przywo³uje twojego Dzikiego Renifera (¿), który dodaje swojemu jeŸdŸcowi +3% si³y przeciwko potworom.	
52082	Piecz. Dzikiego Renifera	Pieczêæ ta przywo³uje Dzikiego Renifera (¿), który przynosi swojemu jeŸdŸcowi +3% doœwiadczenia.	
52083	Piecz. Dzikiego Renifera	Pieczêæ ta przywo³uje Dzikiego Renifera (¿), który podwy¿sza P¯ swojego jeŸdŸca o 250.	
52084	Piecz. Dzikiego Renifera	Pieczêæ ta przywo³uje Dzikiego Renifera (¿), który podwy¿sza obronê swojego jeŸdŸca o 50.	
52085	Piecz. Dzikiego Renifera	Pieczêæ ta przywo³uje Dzikiego Renifera (¿), który podwy¿sza atak swojego jeŸdŸca o 30.	
52086	Piecz. Dzieln. Renifera	Pieczêæ ta przywo³uje twojego Dzielnego Renifera (¿), który dodaje swojemu jeŸdŸcowi +5% si³y przeciwko potworom.	
52087	Piecz. Dzieln. Renifera	Pieczêæ ta przywo³uje Dzielnego Renifera (¿), który przynosi swojemu jeŸdŸcowi +5% doœwiadczenia.	
52088	Piecz. Dzieln. Renifera	Pieczêæ ta przywo³uje Dzielnego Renifera (¿), który podwy¿sza P¯ swojego jeŸdŸca o 500.	
52089	Piecz. Dzieln. Renifera	Pieczêæ ta przywo³uje Dzielnego Renifera (¿), który podwy¿sza obronê swojego jeŸdŸca o 150.	
52090	Piecz. Dzieln. Renifera	Pieczêæ ta przywo³uje Dzielnego Renifera (¿), który podwy¿sza atak swojego jeŸdŸca o 100.	
52701	Œwiadectwo Lwa	Œwiadectwo posiadania M³odego Lwa	
52702	Œwiadectwo Tygrysa	Œwiadectwo posiadania M³odego Tygrysa	
52703	Œwiadectwo Dzika	Œwiadectwo posiadania M³odego Dzika	
52704	Œwiadectwo Wilka	Œwiadectwo posiadania M³odego Wilka	
52705	Œwiadectwo Renifera (m)	Œwiadectwo posiadania M³odego Renifera (m)	
52706	Œwiadectwo Renifera (¿)	Œwiadectwo posiadania M³odego Renifera (¿)	
53001	Ognisty Feniks	Za pomoc¹ tej pieczêci mo¿esz przywo³aæ swojego przyjaciela Ognistego Feniksa.
53002	Reniferek	Za pomoc¹ tej pieczêci mo¿esz przywo³aæ Reniferka.
53003	Lodowy Feniks	Za pomoc¹ tej pieczêci mo¿esz przywo³aæ swojego przyjaciela, Lodowego Feniksa.
53004	Azraeluœ	Mini-wersja w³adcy demonów wymaga wyj¹tkowo du¿o mi³oœci, a w zamian da ci od 2. poziomu Wie¿y Demonów oraz 2. poziomu Diabelskich Katakumb bonus w postaci
53005	Azraeluœ (z³oty)	Mini-wersja w³adcy demonów wymaga wyj¹tkowo du¿o mi³oœci, a w zamian da ci od 2. poziomu Wie¿y Demonów oraz 2. poziomu Diabelskich Katakumb bonus w postaci
53006	Bambi	Za pomoc¹ tej pieczêci przywo³ujesz swojego renifera Bambi. Zwierzak daje ci
53007	Knuud	Za pomoc¹ tej pieczêci przywo³ujesz swojego œlicznego polarnego niedŸwiadka. Zwierzak daje ci
53008	Bao Bao	Za pomoc¹ tej pieczêci przywo³ujesz swoj¹ œliczniutk¹ pandê. Zwierzak daje ci
53009	Leonidas	Za pomoc¹ tej pieczêci przywo³ujesz swojego lwa Leonidasa. Zwierzak daje ci
53010	Khan	Za pomoc¹ tej pieczêci przywo³ujesz swojego tygrysa Khana. Zwierzak daje ci
53011	Boczuœ	Za pomoc¹ tej pieczêci przywo³ujesz swojego warchlaka Boczusia. Zwierzak daje ci
53012	Rufus	Za pomoc¹ tej pieczêci przywo³ujesz swojego wilka Rufusa. Zwierzak daje ci
53014	Pieczêæ Kata	Pieczêæ ta przywo³uje grubiutkiego kata w czarnej zbroi. Wymaga wyj¹tkowo du¿o mi³oœci, a w zamian da Ci bonus w postaci 1500 P¯ oraz +15% do zadawanych obra¿eñ.
53015	Pieczêæ Kata (z³ota)	Pieczêæ ta przywo³uje grubiutkiego kata w z³otej zbroi. Wymaga wyj¹tkowo du¿o mi³oœci, a w zamian da Ci bonus w postaci 1500 P¯ oraz +15% do zadawanych obra¿eñ.
53016	Pieczêæ Kostka	Pieczêæ ta przywo³uje twojego koœcianego pupila Kostka. Wymaga wyj¹tkowo du¿o mi³oœci, a w zamian da Ci bonus w postaci 1500 P¯ oraz +15% do zadawanych obra¿eñ.
53017	Pieczêæ Feniksa Jadeitu	Ta pieczêæ przywo³uje uroczego Feniksa Jadeitu. Wymaga wyj¹tkowo du¿o mi³oœci, a w zamian da Ci bonus w postaci 1500 P¯ oraz +15% do zadawanych obra¿eñ.
53501			
53502	Skrzynia Reniferka	W tej skrzyni wierci siê ma³y Reniferek i czeka, aby go wypuœciæ.	
53503	Klatka Lodowego Feniksa	W klatce tej czeka Lodowy Feniks, aby go wypuœciæ.	
53504			
53506			
53516	Trupia Skrzynia	Zawiera losowy przedmiot. Przy odrobinie szczêœcia znajdziesz tam koœcianego pupila, który wabi siê Kostek.
53517	Jadeitowa Klatka	W tej klatce czeka na uwolnienie przez ciebie rzadki Feniks Jadeitu.
54700	Skrzynia Berana-Setaou	Ta skrzynia zosta³a wydobyta z Groty Wygnañców. Znajduje siê w niej prawdziwy królewski skarb. Przedmiot ten jest zdatny do handlu.
60001	¯ó³æ	Substancja wspomagaj¹ca soki trawienne.	
60002	Rekomend. Od Dozorcy	Nieczytelna notatka napisana przez Dozorcê na starym pergaminie.	
60003	Heroiczny Symbol	Przedmiot, który uznawany jest za symbol prawdziwej odwagi.	
70002	Trzecia Rêka	Rêka, która automatycznie podnosi Yang.	
70003	Ksi¹¿ka Lidera	Kiedy przedmiot ten noszony jest przez lidera grupy, Punkty Doœwiadczenia zdobywane przez grupê s¹ zwiêkszone o 30%.	
70004	Medal Za Pracowitoœæ	Nagroda dla ciê¿ko pracuj¹cego. Otrzymujesz 20% wiêcej punktów doœwiadczenia w walce.	
70005	Pierœcieñ Doœwiadczenia	Kiepsko wygl¹daj¹cy pierœcieñ noszony przez staro¿ytnych bohaterów. Zdobywasz wiêcej punktów doœwiadczenia kiedy go u¿ywasz.	Brak mo¿liwoœci zdejmowania.
70006	Pierœcieñ Jêzyka	Staro¿ytny pierœcieñ, który zosta³ wykuty dla dyplomatów. Dziêki niemu mo¿esz porozumiewaæ siê z osobami z innych królestw.	
70008	Bia³a Flaga	Sygnalizuje poddanie siê.	
70009	Szkatu³ka	Bogato zdobiona Szkatu³ka. Mo¿e zostaæ otworzona tylko przy u¿yciu specjalnego klucza.	
70010	Bilet Do Magazynu	Dokument, który pomaga lepiej zaprojektowaæ pomieszczenia magazynu.	
70012	£za Bogini	Istnieje opowieœæ mówi¹ca o tym, ¿e stare kobiety Szamanki pociesza³y dusze bohaterów Taehwas, które walczy³y przeciwko z³u.	
70013	Olbrz. £za Bogini	£za staro¿ytnej tancerki Tae-Hwa pociesza duszê wojownika.	
70014	Pigu³ka Krwi	Pigu³ka zrobiona z martwej krwi. Ma zdolnoœci halucynogenne.	
70015	Tania Szczotka	Powszechnie stosowana solidna szczotka z drewnianym uchwytem.	
70019	Naszyjnik Zapomnienia	Naszyjnik ten blokuje zdobywanie nowych punktów doœwiadczenia.	
70020	Wino z Kwiatu Brzoskwini	Mikstura, która natychmiast regeneruje 500 Punktów ¯ycia.	
70024	Marmur B³ogos³awieñstwa	Legendarny, b³ogos³awiony marmur. Je¿eli przedmiot ma 4 atrybuty, dodaje kolejny atrybut.	
70027	Notatka Kowala	Notatka Kowala pokazuj¹ca jak ulepszaæ bronie.	
70031	Broszura Szermierki	Ta broszura zawiera informacje o potencjale i s³aboœciach ludzkiej anatomii.	
70035	Magiczna Ruda Miedzi	Jeœli u¿yjesz go na ulepszonym Zwoju B³ogos³awieñstwa, mo¿esz stworzyæ Zwój B³ogos³awieñstwa Boga Wojny.	
70037	Ksiêga Zapomnienia	Legendarna ksi¹¿ka, która usuwa z pamiêci nauczon¹ umiejêtnoœæ ca³kowicie. Mo¿esz przenieœæ jeden punkt umiejêtnoœci.	
70038	Peleryna Mêstwa	Staro¿ytni wojownicy okazywali swoje mêstwo poprzez noszenie kolorowych peleryn. By³ to sposób na zwabienie wszystkich potworów z okolicy.	
70039	Podrêcznik Kowala	Ksiêga zawiera duszê starego kowala. Jeœli jej u¿yjesz, zwiêkszy to szansê na pomyœlne ulepszenie przedmiotu.	
70040	Upartoœæ Orków	Zmniejsza zu¿ycie Wytrzyma³oœci o po³owê.	
70043	Rêkawica Z³odzieja	Podwaja szansê na wypadniêcie przedmiotu.	Brak mo¿liwoœci zdejmowania.
70047	Pierœcieñ Jêz.(Przyk³ad)	Niegdyœ pierœcieñ ten zosta³ wyprodukowany dla krêgów dyplomatycznych. Dziêki niemu mo¿na rozmawiaæ w jêzyku innych królestw.	
70048	P³aszcz Uciekiniera	Bezcenna peleryna u¿ywana przez wielu uciekinierów. Gdy j¹ za³o¿ysz, twoja ranga zostanie ukryta.	
70049	Pierœcieñ Lucy	Grawerunek na pierœcieniu g³osi: "Niech b³ogos³awi Ciê Bóg Smoków". Pierœcieñ ten obni¿a ryzyku utracenia przedmiotu w walce.	
70050	Symb. Króla Przepowiedni	Dziedziczony symbol staro¿ytnej królewskiej rodziny, który daje w³aœcicielowi wielk¹ moc.	
70051	Rêkawica Króla Przepow.	Dziedziczony symbol staro¿ytnej królewskiej rodziny, który daje w³aœcicielowi tajemnicz¹ moc.	
70052	Amulet Karmy 1	Talizman u¿ywany przez Buddystów do ochrony przez pechem.	
70053	Amulet Karmy 2	Talizman u¿ywany przez Buddystów do ochrony przez pechem.	
70054	Amulet Karmy 3	Talizman u¿ywany przez Buddystów do ochrony przez pechem.	
70056	Sok z Owocu Granatu+	Napój, który natychmiastowo regeneruje 1000 P¯	
70057	Peleryna Mêstwa	Za pomoc¹ tej peleryny wojownicy niegdyœ dowodzili swej odwagi, poniewa¿ jej jaskrawe kolory zwabiaj¹ wszystkie potwory z okolic. Przedmiot ten jest zdatny do handlu.	
70058	Pierœcieñ Teleportacji	Pierœcieñ umo¿liwia teleportacjê do wybranego przez Ciebie miejsca.
70102	Fasolka Zen	Zmniejsza przynale¿noœæ do z³a|Zwiêksza przynale¿noœæ do dobra	
70104	Marmur Polimorfii	Mo¿esz zamieniæ siê w potwora ukrytego w marmurze.	
70105	Marmur Polimorfii	Mo¿esz zamieniæ siê w potwora ukrytego w marmurze.	
70106	Marmur Polimorfii	Mo¿esz zamieniæ siê w potwora ukrytego w marmurze.	
70107	Marmur Polimorfii	Mo¿esz zamieniæ siê w potwora ukrytego w marmurze.	
70201	Wybielacz	Przywraca oryginalny kolor w³osów. Takie w³osy mog¹ byæ farbowane.	
70202	Bia³a Farba Do W³osów	Farbuje w³osy na bia³o.|Mo¿esz farbowaæ w³osy raz na 3 poziomy.	
70203	Blond Farba Do W³osów	Farbuje w³osy na blond.|Mo¿esz farbowaæ w³osy raz na 3 poziomy.	
70204	Czerw. Farba Do W³osów	Farbuje w³osy na czerwono.|Mo¿esz farbowaæ w³osy raz na 3 poziomy.	
70205	Br¹zowa Farba Do W³osów	Farbuje w³osy na br¹zowo.|Mo¿esz farbowaæ w³osy raz na 3 poziomy.	
70206	Czarna Farba Do W³osów	Farbuje w³osy na czarno.|Mo¿esz farbowaæ w³osy raz na 3 poziomy.	
70301	Pierœcionek Zarêczynowy	Pierœcionek noszony przez kochanków.	
70302	Obr¹czka Œlubna	Pierœcionek noszony przez ma³¿eñstwo.	
71001	Zwój Egzorcyzmu	Uwalnia Ciê od kl¹twy z³ego ducha.	Efekt dzia³a tylko na umiejêtnoœci wspomagaj¹ce postaæ.
71002	Zwój Powrotu Statusu	Przedmiot ten umo¿liwia Ci ponowne wydanie twoich Punktów Statystyk. Tak wiêc mo¿esz rozwijaæ postaæ w inny sposób.	
71003	Zwój Powrotu Umiejêtn.	Resetuje Punkty Umiejêtnoœci.	
71004	Medal Smoka	Chroni przed utrat¹ Punktów Doœwiadczenia po œmierci postaci.	
71005	Pierœcieñ Jêzyka	Mo¿esz u¿ywaæ wszystkich imperialnych jêzyków przez 7 dni. (Brak mo¿liwoœci przekazywania!)	
71006	Pierœcieñ Jêzyka	Mo¿esz u¿ywaæ wszystkich imperialnych jêzyków przez 15 dni. (Brak mo¿liwoœci przekazywania!)	
71007	Pierœcieñ Jêzyka	Mo¿esz u¿ywaæ wszystkich imperialnych jêzyków przez 30 dni. (Brak mo¿liwoœci przekazywania!)	
71008	Rybie Wnêtrznoœci	Szansa na z³apanie rzadkiej ryby podwaja siê. (Brak mo¿liwoœci przekazywania!)	
71009	Powiêkszony Sk³ad	Do twojego magazynu zostan¹ dodane dwie dodatkowe zak³adki.	
71010	Trzecia Rêka	Rêka, która automatycznie podnosi Yang.	
71011	Maska Uczuæ	Mo¿esz okazywaæ swoje emocje przez 30 dni.	
71012	Ksi¹¿ka Lidera	Kiedy przedmiot noszony jest przez lidera grupy, punkty zdobywane przez grupê s¹ zwiêkszone o 30%. (Brak mo¿liwoœci przekazywania!)	
71013	Fajerwerki	Wype³niaj¹ niebo podczas festiwalu. (Brak mo¿liwoœci przekazywania!)	
71014	Mikstura Ataku +10	Zwiêksza twoj¹ Szybkoœæ Ataku o 10% na okres 30 minut.	
71015	Pierœcieñ Doœwiadczenia	Otrzymujesz w walce 50% wiêcej Punktów Doœwiadczenia.	
71016	Rêkawica Z³odzieja	Podwaja szansê na zdobycie przedmiotu.	
71017	Medal Szczêœcia	Podwaja szansê na zdobycie Yang. | Czas trwania 30 minut. (Brak mo¿liwoœci przekazywania!)	
71018	B³ogos³awieñstwo ¯ycia	B³ogos³awieñstwo, które natychmiast regeneruje twoje Punkty ¯ycia do 100%.	
71019	B³ogos³awieñstwo Magii	Natychmiastowo odnawia wszystkie Punkty Energii.	
71020	B³ogos³awieñstwo Smoka	B³ogos³awieñstwo, które natychmiast regeneruje twoje Punkty ¯ycia oraz Punkty Energii do 100%.	
71021	Zwój Wojny	Zwój do ulepszeñ pob³ogos³awiony przez Boga Wojny. Gwarantuje pomyœlne ulepszenie przedmiotu (od +0 do +3).	
71022	Powrót - Inteligencja	Resetuje Punkty Inteligencji.	
71023	Powrót - Witalnoœæ	Resetuje status Witalnoœci.	
71024	Powrót - Si³a	Resetuje status Si³y.	
71025	Kamieñ Kowala	Dziêki temu Kamieniowi i Zwojowi B³ogos³awieñstwa, mo¿esz wytworzyæ u Kowala Podrêcznik Kowala.	
71026	Magiczny Metal	Metal potrzebny do wytworzenia Zwoju Smoka - wraz ze Zwojem B³ogos³awieñstwa u Kowala.	
71027	¯ycie Boga Smoków	Zwiêksza iloœæ Punktów ¯ycia o 20% na okres 30 minut.	
71028	Atak Boga Smoków	Zwiêksza obra¿enie jakie zadajesz podczas walki o 12-15% przez 30 min.	
71029	Inteligencja Boga Smoków	Zwiêksza iloœæ Punktów Energii o 20% przez 30 min.	
71030	Obrona Boga Smoków	Zmniejsza obra¿enia jakie otrzymujesz podczas walki o 12-15% przez 30 min.	
71031	Wsparcie Boga Smoków	Witalnoœæ, Si³a, Inteligencja oraz Zrêcznoœæ twojej postaci zostan¹ tymczasowo zwiêkszone piêciokrotnie.	
71032	Zwój Boga Smoków	Zwiêksza szansê na ulepszenie przedmiotu o 10% i przedmiot nie ulega zniszczeniu gdy ulepszenie zawiedzie. W przypadku niepowodzenia, jakoœæ przedmiotu jest redukowana o 1 poziom.	
71033	Maska Uczuæ	Mo¿esz wyra¿aæ swoje uczucia przez 15 dni.	
71034	Mikstura Ataku +15	Zwiêksza twoj¹ Szybkoœæ Ataku o 15% na okres 30 minut.	
71035	Eliksir Poszukiwacza	Poprawia jakoœæ przedmiotów przeznaczonych do badañ, co powoduje zwiêkszenie szansy na ich przyjêcie.	
71036	Zwój Przyw. - Wódz Orków	U¿yj, aby przyzwaæ Wodza Orków blisko postaci. B¹dŸ ostro¿ny! To BOSS!	
71037	Zwój Przyw. - Ezot. W³.	U¿yj, aby przyzwaæ Ezoterycznego W³adcê blisko postaci. B¹dŸ ostro¿ny! To BOSS!	
71038	Zwój Przyw. - Król. Paj.	U¿yj, aby przyzwaæ Królow¹ Paj¹ków blisko postaci. B¹dŸ ostro¿ny! To BOSS!	
71039	Zwój Przyw. - Pust. ¯ó³w	U¿yj, aby przyzwaæ Olbrzymiego Pustynnego ¯ó³wia blisko postaci. B¹dŸ ostro¿ny! To BOSS!	
71040	Zwój Przyw. - Ogn. Król	U¿yj, aby przyzwaæ Ognistego Króla blisko postaci. B¹dŸ ostro¿ny! To BOSS!	
71041	Zwój Przyw. - 9 Ogonów	U¿yj, aby przyzwaæ Dziewiêæ Ogonów blisko postaci. B¹dŸ ostro¿ny! To BOSS!	
71042	Zwój Przyw. - Król Dem.	U¿yj, aby przyzwaæ Króla Demonów blisko postaci. B¹dŸ ostro¿ny! To BOSS!	
71043	Zwój Przyw. - Duch Tygr.	U¿yj, aby przyzwaæ Zjawê ¯ó³tego Tygrysa blisko postaci. B¹dŸ ostro¿ny! To BOSS!	
71044	D³oñ Krytyka	Podnosi szansê na zadanie krytycznego uderzenia podczas walki o 20% przez 10 minut.	
71045	D³oñ Przebicia	Podnosi szansê na zadanie przeszywaj¹cego uderzenia podczas walki o 20% przez 10 minut.	
71047	Olejek Kamienia Dusz	Usuwa umieszczony Kamieñ Duszy z jednego z twoich przedmiotów.	
71048	Zaklêcie Modyfikacji	Zaklêcie pozwala zmieniæ p³eæ twojej postaci.	
71049	Szpula Jedwabiu	Dziêki temu przedmiotowi mo¿esz za darmo otwieraæ swój Sklep przez 10 dni.	
71050	Mikstura Szybkoœci	Zwiêksza Szybkoœæ Ruchu o 60 na 30 minut.	
71051	Magiczny Przedmiot	Usuwa specjalny bonus z jednego z twoich przedmiotów i dodaje nowy.	
71052	B³ogos³aw. Przedmiotu	Dodaje specjalny nowy Bonus do jednego z twoich przedmiotów, je¿eli ju¿ go nie posiada.	
71054	Olejek Wygnania	Przedmiot ten umo¿liwia przeniesienie postaci do innego Królestwa. Uwaga: za zmianê Królestwa pobierana jest op³ata w wysokoœci 500.000 Yang.	
71055	Olejek Nazwy	Zmienia nazwê gracza.	
71056	Olejek Niebios	Zwiêksza szansê na pomyœlne ulepszenie Kamienia Duszy.	
71057	Zwój Przyw. - ¯.S. Drew.	Przyzywa ¯y³ê Skamienia³ego Drzewa blisko postaci.	
71058	Zwój Przyw. - ¯. Miedzi	Przyzywa ¯y³ê Miedzi blisko postaci.	
71059	Zwój Przyw. - ¯. Srebra	Przyzywa ¯y³ê Srebra blisko postaci.	
71060	Zwój Przyw. - ¯y³a Z³ota	Przyzywa ¯y³ê Z³ota blisko postaci.	
71061	Zwój Przyw. - ¯. Jadeitu	Przyzywa ¯y³ê Jadeitu blisko postaci.	
71062	Zwój Przyw. - ¯. Ebonitu	Przyzywa ¯y³ê Ebonitu blisko postaci.	
71063	Zwój Przyw. - S. Muszli	Przyzywa Stertê Muszli blisko postaci.	
71064	Zwój Przyw. - ¯.B. Z³ota	Przyzywa ¯y³ê Bia³ego Z³ota blisko postaci.	
71065	Zwój Przyw. - ¯. Kryszt.	Przyzywa ¯y³ê Kryszta³u blisko postaci.	
71066	Zwój Przyw. - ¯. Amet.	Przyzywa ¯y³ê Ametystu blisko postaci.	
71067	Zwój Przyw. - ¯.N. £ez	Przyzywa ¯y³ê Niebiañskich £ez blisko postaci.	
71068	Pióro Ptaka Mi³oœci	Kiedy je nosisz, zwiêkszaj¹ siê twoje Punkty Mi³oœci 2x szybciej.	
71069	Kolczyki Harmonii	Zwiêkszaj¹ szansê ma³¿eñstwa na zadanie Przeszywaj¹cego Uderzenia na 3 godziny maksymalnie o 8%, gdy s¹ noszone przez jednego z partnerów. Efekt przedmiotu zale¿y od procentu Punktów Mi³oœci. Jeœli para posiada np. 50% Punktów Mi³oœci, to maksymalny efekt	
71070	Bransoleta Mi³oœci	Zwiêksza iloœæ otrzymywanych Punktów Doœwiadczenia ma³¿eñstwa na 3 godziny maksymalnie o 20%, gdy jest noszona przez jednego z partnerów. Efekt przedmiotu zale¿y od procentu Punktów Mi³oœci. Jeœli para posiada np. 50% Punktów Mi³oœci, to maksymalny efekt 	
71071	Kolczyki Mi³oœci	Zwiêksza szansê ma³¿eñstwa na zadanie ciosów krytycznych na 3 godziny maksymalnie o 8%, gdy s¹ noszone przez jednego z partnerów. Efekt przedmiotu zale¿y od procentu Punktów Mi³oœci. Jeœli para posiada np. 50% Punktów Mi³oœci, to maksymalny efekt zmniejsz	
71072	Bransoleta Harmonii	Zmniejsza si³ê ataku potworów na ma³¿eñstwo przez 3 godziny maksymalnie o 15%, gdy jest noszona przez jednego z partnerów. Efekt przedmiotu zale¿y od procentu Punktów Mi³oœci. Jeœli para posiada np. 50% Punktów Mi³oœci, to maksymalny efekt zmniejsza siê o	
71073	Naszyjnik Mi³oœci	Zwiêksza si³ê ataku ma³¿eñstwa na 3 godziny maksymalnie o 40, gdy jest noszony przez jednego z partnerów. Efekt przedmiotu zale¿y od procentu Punktów Mi³oœci. Jeœli para posiada np. 50% Punktów Mi³oœci, to maksymalny efekt zmniejsza siê o po³owê.	
